-6.692880523953283145e+00,-6.897767512828369085e+00,-6.613224792752700587e+00,-5.742316935358594776e+00,-4.903504035646077952e+00,-4.095896030183741487e+00,-3.370036636730985080e+00
-6.695385155881313999e+00,-6.900294287973817831e+00,-6.614786629123253547e+00,-5.743268851764718796e+00,-4.904320384296829261e+00,-4.096636543879584202e+00,-3.370732744701173900e+00
-6.692245796608374597e+00,-6.891374881991144008e+00,-6.612032621332494031e+00,-5.741436506179392829e+00,-4.902718361428934912e+00,-4.095159770322299941e+00,-3.369342532119228295e+00
-6.697090436953140546e+00,-6.906364588435198293e+00,-6.618167297202259824e+00,-5.745282322839881495e+00,-4.906018710711186337e+00,-4.098183599722800885e+00,-3.372187048380939967e+00
-6.700670278902971511e+00,-6.918805002984251828e+00,-6.624481104435590240e+00,-5.749090629040014555e+00,-4.909264486126365234e+00,-4.101140277896558217e+00,-3.374966569684558770e+00
-6.698530512320316710e+00,-6.906380872890446554e+00,-6.618760766850178001e+00,-5.745626325971485038e+00,-4.906306123571133604e+00,-4.098440453031922281e+00,-3.372427545488624556e+00
-6.694269172938787982e+00,-6.896056376991612780e+00,-6.613440319321780336e+00,-5.742364282920921603e+00,-4.903531908293213171e+00,-4.095913727226028200e+00,-3.370052370237656802e+00
-6.695585950059188107e+00,-6.902999640428064687e+00,-6.618758794271883517e+00,-5.745342607310140792e+00,-4.906029004208929400e+00,-4.098176568824148269e+00,-3.372178071688802348e+00
-6.694869006646806397e+00,-6.900943502447840494e+00,-6.617119564905899587e+00,-5.744497392490684362e+00,-4.905314035036238529e+00,-4.097523886262904647e+00,-3.371564291790541734e+00
-6.693724427646531971e+00,-6.903296740179475144e+00,-6.616644029313281550e+00,-5.744322370660126076e+00,-4.905201214509318675e+00,-4.097431961572159054e+00,-3.371479927419753775e+00
